col0,col1,LocName,lon,lat,iConf,iLvl
ファミリーマート東武練馬駅北口店,東京都板橋区徳丸3-1-24 むさしやビル,東京都/板橋区/徳丸/三丁目/１番,139.66031,35.76916,5,7
スリーエフ板橋徳丸3丁目店,東京都板橋区徳丸3-22,東京都/板橋区/徳丸/三丁目/２２番,139.65564,35.77152,5,7
セブンイレブン板橋徳丸4丁目店,東京都板橋区徳丸4－20－29,東京都/板橋区/徳丸/四丁目/２０番,139.65448,35.77285,5,7
ファミリーマート徳丸五丁目店,東京都板橋区徳丸5-2-4,東京都/板橋区/徳丸/五丁目/２番,139.65817,35.7762,5,7
ミニストップ徳丸５丁目店,東京都板橋区徳丸5-4-7,東京都/板橋区/徳丸/五丁目/４番,139.65559,35.77657,5,7
ローソン徳丸六丁目店,東京都板橋区徳丸6-22-1,東京都/板橋区/徳丸/六丁目/２２番,139.66473,35.77886,5,7
エーエムピーエム板橋徳丸7丁目店,東京都板橋区徳丸7－24－15,東京都/板橋区/徳丸/七丁目/２４番,139.66478,35.78134,5,7
サンクス板橋徳丸七丁目店,東京都板橋区徳丸七丁目7番4号,東京都/板橋区/徳丸/七丁目/７番,139.66081,35.78022,5,7
セブンイレブン板橋南常盤台1丁目店,東京都板橋区南常盤台1ー31ー12,東京都/板橋区/南常盤台/一丁目/３１番,139.68826,35.75802,5,7
ファミリーマート南常盤台店,東京都板橋区南常盤台1-15-8,東京都/板橋区/南常盤台/一丁目/１５番,139.68738,35.75594,5,7
サンクス板橋南ときわ台店,東京都板橋区南常盤台1-30-8,東京都/板橋区/南常盤台/一丁目/３０番,139.68893,35.75782,5,7
ローソン南常盤台二丁目店,東京都板橋区南常盤台2-21-5,東京都/板橋区/南常盤台/二丁目/２１番,139.68431,35.75766,5,7
セブンイレブン板橋南常盤台2丁目店,東京都板橋区南常盤台2ー22ー13,東京都/板橋区/南常盤台/二丁目/２２番,139.68343,35.75816,5,7
エーエムピーエム南ときわ台店,東京都板橋区南常盤台2－5－1,東京都/板橋区/南常盤台/二丁目/５番,139.68692,35.7583,5,7
セブンイレブン板橋南町店,東京都板橋区南町26-11,東京都/板橋区/南町/２６番,139.70126,35.73962,5,7
エーエムピーエム板橋駅西口店,東京都板橋区板橋1-20-1,東京都/板橋区/板橋/一丁目/２０番,139.7184,35.74684,5,7
ミニストップ板橋２丁目店,東京都板橋区板橋2-27-1,東京都/板橋区/板橋/二丁目/２７番,139.71118,35.74791,5,7
セブンイレブン板橋2丁目店,東京都板橋区板橋2－47－8,東京都/板橋区/板橋/二丁目/４７番,139.71164,35.74942,5,7
セブンイレブン板橋3丁目店,東京都板橋区板橋3－18－10,東京都/板橋区/板橋/三丁目/１８番,139.71288,35.75238,5,7
サンクス新板橋駅前店,東京都板橋区板橋4-4-3,東京都/板橋区/板橋/四丁目/４番,139.71902,35.74935,5,7
ファミリーマート東板橋体育館前店,東京都板橋区板橋4-62-6,東京都/板橋区/板橋/四丁目/６２番,139.71622,35.75296,5,7
セブンイレブン板橋氷川町店,東京都板橋区氷川町2-1,東京都/板橋区/氷川町/２番,139.7075,35.7513,5,7
ルンビニ（株）,東京都板橋区氷川町31-1,東京都/板橋区/氷川町/３１番,139.70656,35.75299,5,7
ローソン氷川町店,東京都板橋区氷川町38-5,東京都/板橋区/氷川町/３８番,139.70575,35.75166,5,7
セブンイレブン板橋富士見町店,東京都板橋区富士見町24-6,東京都/板橋区/富士見町/２４番,139.69545,35.75908,5,7
（有）花妻商店,東京都板橋区本町13-8,東京都/板橋区/本町/１３番,139.70689,35.76185,5,7
セブンイレブン板橋本町駅東店,東京都板橋区本町13－8,東京都/板橋区/本町/１３番,139.70689,35.76185,5,7
デイリーヤマザキ大和町陸橋店,東京都板橋区本町36-20,東京都/板橋区/本町/３６番,139.70589,35.76174,5,7
セブンイレブン板橋本町駅前店,東京都板橋区本町37-7,東京都/板橋区/本町/３７番,139.70592,35.76131,5,7
セブンイレブン板橋弥生町店,東京都板橋区弥生町27-8,東京都/板橋区/弥生町/２７番,139.69339,35.75471,5,7
ミニストップ中板橋駅前店,東京都板橋区弥生町30-6,東京都/板橋区/弥生町/３０番,139.69499,35.75522,5,7
セブンイレブン板橋仲町店,東京都板橋区弥生町8-7,東京都/板橋区/弥生町/８番,139.69591,35.752,5,7
セブンイレブン板橋新蓮根団地前店,東京都板橋区蓮根2-20-14,東京都/板橋区/蓮根/二丁目/２０番,139.67711,35.78338,5,7
ミニストップ蓮根２丁目店,東京都板橋区蓮根2-29-1,東京都/板橋区/蓮根/二丁目/２９番,139.67572,35.78499,5,7
ファミリーマート蓮根二丁目店,東京都板橋区蓮根2-3,東京都/板橋区/蓮根/二丁目/３番,139.67802,35.78051,5,7
セブンイレブン板橋蓮根駅前店,東京都板橋区蓮根2-31-26,東京都/板橋区/蓮根/二丁目/３１番,139.67854,35.78452,5,7
セブンイレブン板橋蓮根2丁目店,東京都板橋区蓮根2丁目19－9,東京都/板橋区/蓮根/二丁目/１９番,139.67838,35.78305,5,7
セブンイレブン蓮根店,東京都板橋区蓮根3-13-19,東京都/板橋区/蓮根/三丁目/１３番,139.67906,35.78804,5,7
セブンイレブン板橋西台駅北店,東京都板橋区蓮根3-28-1,東京都/板橋区/蓮根/三丁目/２８番,139.67439,35.78931,5,7
ファミリーマート板橋本蓮沼店,東京都板橋区蓮沼町16-9,東京都/板橋区/蓮沼町/１６番,139.70511,35.76909,5,7
ファミリーマート本蓮沼駅東店,東京都板橋区蓮沼町22-8,東京都/板橋区/蓮沼町/２２番,139.70294,35.76904,5,7
サークルＫ板橋蓮沼店,東京都板橋区蓮沼町22番2号,東京都/板橋区/蓮沼町/２２番,139.70294,35.76904,5,7
セブンイレブン板橋蓮沼店,東京都板橋区蓮沼町32-3,東京都/板橋区/蓮沼町/３２番,139.70573,35.76962,5,7
セブンイレブン品川荏原店,東京都品川区荏原1-21-6,東京都/品川区/荏原/一丁目/２１番,139.71506,35.6187,5,7
スリーエフ荏原1丁目店,東京都品川区荏原1丁目16-1,東京都/品川区/荏原/一丁目/１６番,139.71632,35.61947,5,7
スリーエフ荏原店,東京都品川区荏原3-8-11,東京都/品川区/荏原/三丁目/８番,139.70622,35.61774,5,7
冨士屋酒店,東京都品川区荏原4-13-5,東京都/品川区/荏原/四丁目/１３番,139.7056,35.61515,5,7
サンクス品川荏原店,東京都品川区荏原4-17-19,東京都/品川区/荏原/四丁目/１７番,139.70511,35.61393,5,7
セブンイレブン武蔵小山パルム店,東京都品川区荏原4－4－1,東京都/品川区/荏原/四丁目/４番,139.70854,35.61599,5,7
セブンイレブン荏原4丁目店,東京都品川区荏原4ー3ー1,東京都/品川区/荏原/四丁目/３番,139.70705,35.61584,5,7
セブンイレブン品川荏原6丁目店,東京都品川区荏原6－19－15,東京都/品川区/荏原/六丁目/１９番,139.70566,35.61167,5,7
ミニストップ荏原６丁目店,東京都品川区荏原6-5-1,東京都/品川区/荏原/六丁目/５番,139.70401,35.61335,5,7
エーエムピーエム昭和大学病院前店,東京都品川区旗の台1-2-20,東京都/品川区/旗の台/一丁目/２番,139.70448,35.60957,5,7
セブンイレブン品川西旗の台店,東京都品川区旗の台2-11-6,東京都/品川区/旗の台/二丁目/１１番,139.70036,35.60559,5,7
ファミリーマート旗の台東口店,東京都品川区旗の台2-7-12,東京都/品川区/旗の台/二丁目/７番,139.7041,35.60571,5,7
セブンイレブン品川旗の台東口通り店,東京都品川区旗の台2-8-11,東京都/品川区/旗の台/二丁目/８番,139.70306,35.60663,5,7
ファミリーマート旗の台二丁目店,東京都品川区旗の台2-9-19,東京都/品川区/旗の台/二丁目/９番,139.70351,35.60619,5,7
スリーエフ旗の台店,東京都品川区旗の台5-4-6,東京都/品川区/旗の台/五丁目/４番,139.70143,35.60482,5,7
ファミリーマート旗の台五丁目店,東京都品川区旗の台5-8-3,東京都/品川区/旗の台/五丁目/８番,139.70319,35.6034,5,7
セブンイレブン品川戸越1丁目店,東京都品川区戸越1－7－20,東京都/品川区/戸越/一丁目/７番,139.71802,35.61612,5,7
スリーエフ戸越銀座店,東京都品川区戸越3-1-18,東京都/品川区/戸越/三丁目/１番,139.71687,35.61481,5,7
スリーエフ戸越4丁目店,東京都品川区戸越4-3-28,東京都/品川区/戸越/四丁目/３番,139.71974,35.61256,5,7
ローソン戸越四丁目店,東京都品川区戸越4-7-14,東京都/品川区/戸越/四丁目/７番,139.71788,35.611,5,7
エーエムピーエム戸越公園駅前店,東京都品川区戸越5-11-8,東京都/品川区/戸越/五丁目/１１番,139.71782,35.60972,5,7
スリーエフ戸越公園駅前店,東京都品川区戸越6-7-26,東京都/品川区/戸越/六丁目/７番,139.71828,35.60788,5,7
ローソン勝島１丁目店,東京都品川区勝島1-3-2,東京都/品川区/勝島/一丁目/３番,139.74413,35.59915,5,7
スリーエフ大井競馬場前店,東京都品川区勝島1-6-26,東京都/品川区/勝島/一丁目/６番,139.74431,35.59717,5,7
ポプラコルム目黒店,東京都品川区小山1-2-5,東京都/品川区/小山/一丁目/２番,139.71097,35.62307,5,7
ファミリーマート小山三丁目店,東京都品川区小山3-11-17,東京都/品川区/小山/三丁目/１１番,139.7065,35.61963,5,7
ローソン武蔵小山駅前店,東京都品川区小山3-18-9,東京都/品川区/小山/三丁目/１８番,139.70468,35.6203,5,7
サークルＫ武蔵小山店,東京都品川区小山4丁目4番地5号,東京都/品川区/小山/四丁目/４番,139.70409,35.61844,5,7
ローソン小山五丁目店,東京都品川区小山5-24-14,東京都/品川区/小山/五丁目/２４番,139.70036,35.61477,5,7
セブンイレブン品川小山6丁目店,東京都品川区小山6－21－11,東京都/品川区/小山/六丁目/２１番,139.70029,35.61322,5,7
スリーエフ品川小山台店,東京都品川区小山台1-20-20,東京都/品川区/小山台/一丁目/２０番,139.70483,35.62256,5,7
セブンイレブン品川小山台店,東京都品川区小山台1-23-6,東京都/品川区/小山台/一丁目/２３番,139.70573,35.62177,5,7
ナチュラルローソンシティコート目黒店,東京都品川区上大崎2-10-33,東京都/品川区/上大崎/二丁目/１０番,139.71733,35.63737,5,7
エーエムピーエム目黒駅東口店,東京都品川区上大崎2-14-9,東京都/品川区/上大崎/二丁目/１４番,139.717,35.63425,5,7
サークルＫ目黒駅東口店,東京都品川区上大崎2丁目12番2号ミズホビル1F,東京都/品川区/上大崎/二丁目/１２番,139.71645,35.6349,5,7
サンクス上大崎2丁目店,東京都品川区上大崎2丁目13-22-104-2,東京都/品川区/上大崎/二丁目/１３番,139.71808,35.63461,5,7
サークルＫ上大崎二丁目店,東京都品川区上大崎2丁目18番3号,東京都/品川区/上大崎/二丁目/１８番,139.71445,35.63644,5,7
エーエムピーエムアトレ目黒店,東京都品川区上大崎3－1－1,東京都/品川区/上大崎/三丁目/１番,139.71646,35.63229,5,7
サンクス上大崎店,東京都品川区上大崎3-14-34 十一屋ビル,東京都/品川区/上大崎/三丁目/１４番,139.71967,35.63058,5,7
セブンイレブン目黒駅東口店,東京都品川区上大崎3－3－1,東京都/品川区/上大崎/三丁目/３番,139.71791,35.63351,5,7
ファミリーマート上大崎三丁目店,東京都品川区上大崎3-4-1,東京都/品川区/上大崎/三丁目/４番,139.71886,35.63401,5,7
アップルマート杉野学園店,東京都品川区上大崎4-5-24,東京都/品川区/上大崎/四丁目/５番,139.71532,35.63024,5,7
エーエムピーエム西五反田店,東京都品川区西五反田1-11-8,東京都/品川区/西五反田/一丁目/１１番,139.72343,35.62437,5,7
セブンイレブン西五反田1丁目店,東京都品川区西五反田1－24－4,東京都/品川区/西五反田/一丁目/２４番,139.72221,35.6237,5,7
エーエムピーエム西五反田1丁目店,東京都品川区西五反田1－4－8,東京都/品川区/西五反田/一丁目/４番,139.72319,35.62533,5,7
ナチュラルローソン西五反田西店,東京都品川区西五反田2-11-20,東京都/品川区/西五反田/二丁目/１１番,139.72012,35.62741,5,7
ファミリーマート五反田桜田通り店,東京都品川区西五反田2-21-1,東京都/品川区/西五反田/二丁目/２１番,139.72183,35.62592,5,7
コミュニティ・ストア五反田リカーランド店,東京都品川区西五反田2-29-5,東京都/品川区/西五反田/二丁目/２９番,139.72069,35.62445,5,7
ローソン西五反田店,東京都品川区西五反田2-31-6,東京都/品川区/西五反田/二丁目/３１番,139.7195,35.62498,5,7
ファミリーマート西五反田二丁目店,東京都品川区西五反田2-4-8,東京都/品川区/西五反田/二丁目/４番,139.72188,35.62728,5,7
エーエムピーエム五反田駅前店,東京都品川区西五反田2-6-8,東京都/品川区/西五反田/二丁目/６番,139.7224,35.62666,5,7
セブンイレブン西五反田2丁目店,東京都品川区西五反田2－8－1,東京都/品川区/西五反田/二丁目/８番,139.72159,35.62685,5,7
セブンイレブン西五反田店,東京都品川区西五反田3-6-22,東京都/品川区/西五反田/三丁目/６番,139.71886,35.62708,5,7
ローソン西五反田高齢者複合施設店,東京都品川区西五反田3-6-6,東京都/品川区/西五反田/三丁目/６番,139.71886,35.62708,5,7
エーエムピーエム西五反田4丁目店,東京都品川区西五反田4－26－5,東京都/品川区/西五反田/四丁目/２６番,139.70975,35.62469,5,7
ファミリーマート不動前店,東京都品川区西五反田4-30-9,東京都/品川区/西五反田/四丁目/３０番,139.71313,35.62621,5,7
ローソン西五反田７丁目店,東京都品川区西五反田7-10-4,東京都/品川区/西五反田/七丁目/１０番,139.72017,35.62285,5,7
ナチュラルローソン五反田ＴＯＣ店,東京都品川区西五反田7-22-17,東京都/品川区/西五反田/七丁目/２２番,139.71907,35.62204,5,7
エーエムピーエム西五反田7丁目店,東京都品川区西五反田7－24－4,東京都/品川区/西五反田/七丁目/２４番,139.71884,35.62086,5,7
ナチュラルローソン西五反田８丁目店,東京都品川区西五反田8-7-11,東京都/品川区/西五反田/八丁目/７番,139.72113,35.62207,5,7
ファミリーマート西大井駅前店,東京都品川区西大井1-1-2 -103,東京都/品川区/西大井/一丁目/１番,139.72145,35.60083,5,7
セブンイレブン品川西大井駅前店,東京都品川区西大井1-4-20,東京都/品川区/西大井/一丁目/４番,139.72322,35.60198,5,7
スリーエイト大井津国屋酒店,東京都品川区西大井4-10-8,東京都/品川区/西大井/四丁目/１０番,139.72115,35.59604,5,7
エーエムピーエム品川西大井5丁目店,東京都品川区西大井5－11－16,東京都/品川区/西大井/五丁目/１１番,139.71973,35.59985,5,7
セブンイレブン西大井店,東京都品川区西大井6-5-1,東京都/品川区/西大井/六丁目/５番,139.71834,35.60122,5,7
ローソン西品川二丁目店,東京都品川区西品川2-8-9,東京都/品川区/西品川/二丁目/８番,139.72452,35.61411,5,7
ローソン西品川店,東京都品川区西品川3-4-4,東京都/品川区/西品川/三丁目/４番,139.72343,35.61672,5,7
サンクス大井1丁目店,東京都品川区大井1-11-3,東京都/品川区/大井/一丁目/１１番,139.73232,35.60757,5,7
ファミリーマート大井一丁目店,東京都品川区大井1-21-19,東京都/品川区/大井/一丁目/２１番,139.73163,35.60689,5,7
セブンイレブン品川大井1丁目店,東京都品川区大井1－23－7,東京都/品川区/大井/一丁目/２３番,139.73273,35.60621,5,7
スリーエフ大井2丁目店,東京都品川区大井2-1-5,東京都/品川区/大井/二丁目/１番,139.72963,35.60685,5,7
（資）天明酒店,東京都品川区大井2-27-25,東京都/品川区/大井/二丁目/２７番,139.73022,35.60436,5,7
ローソン大井三丁目店,東京都品川区大井3-1-1,東京都/品川区/大井/三丁目/１番,139.72923,35.60347,5,7
ファミリーマート大井三ツ又店,東京都品川区大井3-4-8,東京都/品川区/大井/三丁目/４番,139.73193,35.60339,5,7
セブンイレブン大井店,東京都品川区大井5-2-11,東京都/品川区/大井/五丁目/２番,139.72758,35.60032,5,7
ミニストップ大井６丁目店,東京都品川区大井6-9-36,東京都/品川区/大井/六丁目/９番,139.73145,35.59757,5,7
サンクスゲートシティ大崎店,東京都品川区大崎1-11-1,東京都/品川区/大崎/一丁目/１１番,139.73083,35.61918,5,7
ローソンゲイトシティ大崎店,東京都品川区大崎1-11-2,東京都/品川区/大崎/一丁目/１１番,139.73083,35.61918,5,7
ローソン大崎店,東京都品川区大崎1-17-2,東京都/品川区/大崎/一丁目/１７番,139.73305,35.61766,5,7
ナチュラルローソン大崎１丁目店,東京都品川区大崎1-20-8,東京都/品川区/大崎/一丁目/２０番,139.73105,35.61741,5,7
ローソンアートヴィレッジ大崎店,東京都品川区大崎1-2-2,東京都/品川区/大崎/一丁目/２番,139.72751,35.62251,5,7
エーエムピーエム大崎ニューシティ店,東京都品川区大崎1-6-5,東京都/品川区/大崎/一丁目/６番,139.72951,35.62017,5,7
セブンイレブン品川大崎3丁目店,東京都品川区大崎3－1－3,東京都/品川区/大崎/三丁目/１番,139.72475,35.62115,5,7
デーリーヤマザキ大崎店,東京都品川区大崎3-15-23,東京都/品川区/大崎/三丁目/１５番,139.72319,35.61819,5,7
ファミリーマート大崎広小路店,東京都品川区大崎4-1-2 ウィン第2五反田ビル,東京都/品川区/大崎/四丁目/１番,139.72232,35.62207,5,7
ファミリーマート荏原中延駅前店,東京都品川区中延2-15-8,東京都/品川区/中延/二丁目/１５番,139.71082,35.60976,5,7
ファミリーマート中延ニ丁目店,東京都品川区中延2-6-18,東京都/品川区/中延/二丁目/６番,139.71193,35.61131,5,7
セブンイレブン品川中延3丁目店,東京都品川区中延3－2－12,東京都/品川区/中延/三丁目/２番,139.71115,35.60869,5,7
サンクス中延店,東京都品川区中延4-4-3,東京都/品川区/中延/四丁目/４番,139.71178,35.60608,5,7
スリーエフ中延5丁目店,東京都品川区中延5-12-8,東京都/品川区/中延/五丁目/１２番,139.70842,35.60155,5,7
セブンイレブン品川中延5丁目店,東京都品川区中延5－1－3,東京都/品川区/中延/五丁目/１番,139.70695,35.60381,5,7
セブンイレブン品川荏原町駅前店,東京都品川区中延5-3-10,東京都/品川区/中延/五丁目/３番,139.70863,35.6037,5,7
エーエムピーエム品川荏原町店,東京都品川区中延5-3-8,東京都/品川区/中延/五丁目/３番,139.70863,35.6037,5,7
ファミリーマート天狗屋中延店,東京都品川区中延6-1-15,東京都/品川区/中延/六丁目/１番,139.71046,35.60351,5,7
セブンイレブン品川中延6丁目店,東京都品川区中延6ー3ー8,東京都/品川区/中延/六丁目/３番,139.71268,35.60321,5,7
セブンイレブン品川東五反田1丁目店,東京都品川区東五反田1－12－2,東京都/品川区/東五反田/一丁目/１２番,139.72496,35.6269,5,7
ファミリーマート東五反田郵便局東店,東京都品川区東五反田1-18-9,東京都/品川区/東五反田/一丁目/１８番,139.72632,35.6267,5,7
（株）山岸商店,東京都品川区東五反田1-21-10,東京都/品川区/東五反田/一丁目/２１番,139.7262,35.62595,5,7
セブンイレブン五反田店,東京都品川区東五反田1-21-10,東京都/品川区/東五反田/一丁目/２１番,139.7262,35.62595,5,7
ローソンオーバルコート大崎店,東京都品川区東五反田2-17-1,東京都/品川区/東五反田/二丁目/１７番,139.72946,35.62337,5,7
セブンイレブン東五反田2丁目店,東京都品川区東五反田2ー19ー7,東京都/品川区/東五反田/二丁目/１９番,139.72981,35.62498,5,7
エーエムピーエム東五反田5丁目店,東京都品川区東五反田5－10－18,東京都/品川区/東五反田/五丁目/１０番,139.72514,35.62962,5,7
ファミリーマート東五反田五丁目店,東京都品川区東五反田5-28-11,東京都/品川区/東五反田/五丁目/２８番,139.72319,35.62736,5,7
ミニストップ鮫洲店,東京都品川区東大井1-3-1,東京都/品川区/東大井/一丁目/３番,139.74348,35.60518,5,7
セブンイレブン品川東大井2丁目店,東京都品川区東大井2－22－13,東京都/品川区/東大井/二丁目/２２番,139.7388,35.59947,5,7
ローソン東大井２丁目店,東京都品川区東大井2-23-3,東京都/品川区/東大井/二丁目/２３番,139.73859,35.59857,5,7
ジャストスポット立合川店,東京都品川区東大井2-24-9,東京都/品川区/東大井/二丁目/２４番,139.7392,35.59854,5,7
コミュニティ・ストアさめずマルマス店,東京都品川区東大井2-4-1,東京都/品川区/東大井/二丁目/４番,139.7417,35.60251,5,7
セブンイレブン品川東大井店,東京都品川区東大井3ー11ー21,東京都/品川区/東大井/三丁目/１１番,139.73724,35.60338,5,7
セブンイレブン品川東大井5丁目店,東京都品川区東大井5－1－12,東京都/品川区/東大井/五丁目/１番,139.7361,35.60827,5,7
ローソン東大井五丁目店,東京都品川区東大井5-14-11,東京都/品川区/東大井/五丁目/１４番,139.73665,35.60632,5,7
ローソン大井町駅前店,東京都品川区東大井5-15-16,東京都/品川区/東大井/五丁目/１５番,139.73621,35.60689,5,7
ファミリーマート東大井店,東京都品川区東大井5-7-6-101,東京都/品川区/東大井/五丁目/７番,139.73779,35.60728,5,7
ローソン大井仙台坂店,東京都品川区東大井5-9-10,東京都/品川区/東大井/五丁目/９番,139.73904,35.60726,5,7
ローソン東大井六丁目店,東京都品川区東大井6-4-6,東京都/品川区/東大井/六丁目/４番,139.73552,35.6042,5,7
コミュニティ・ストア中延ひろせや店,東京都品川区東中延1-3-11,東京都/品川区/東中延/一丁目/３番,139.71382,35.61144,5,7
エーエムピーエム品川中延駅前店,東京都品川区東中延2-10-11,東京都/品川区/東中延/二丁目/１０番,139.71265,35.60632,5,7
サンクス東品川店,東京都品川区東品川1-32-3,東京都/品川区/東品川/一丁目/３２番,139.74619,35.61991,5,7
セブンイレブン品川天王洲店,東京都品川区東品川2-2-27,東京都/品川区/東品川/二丁目/２番,139.74939,35.62269,5,7
エーエムピーエム天王洲ファーストタワー店,東京都品川区東品川2-2-4,東京都/品川区/東品川/二丁目/２番,139.74939,35.62269,5,7
生活彩家天王洲店,東京都品川区東品川2-3,東京都/品川区/東品川/二丁目/３番,139.75127,35.62358,5,7
エーエムピーエムJALビル店,東京都品川区東品川2－4－11,東京都/品川区/東品川/二丁目/４番,139.75114,35.62037,5,7
エーエムピーエム天王洲パークサイドビル店,東京都品川区東品川2-5-8,東京都/品川区/東品川/二丁目/５番,139.75002,35.62097,5,7
スリーエフ東品川店,東京都品川区東品川3-14-34,東京都/品川区/東品川/三丁目/１４番,139.74588,35.61435,5,7
セブンイレブン東品川3丁目店,東京都品川区東品川3－18－1,東京都/品川区/東品川/三丁目/１８番,139.74982,35.61342,5,7
エーエムピーエム東品川3丁目店,東京都品川区東品川3－21－10,東京都/品川区/東品川/三丁目/２１番,139.74718,35.61344,5,7
ローソン東品川三丁目店,東京都品川区東品川3-24-16,東京都/品川区/東品川/三丁目/２４番,139.74562,35.61203,5,7
ミニストップ品川シーサイド店,東京都品川区東品川4-12-1,東京都/品川区/東品川/四丁目/１２番,139.74864,35.61021,5,7
サンクス品川シーサイド店,東京都品川区東品川4-12-6,東京都/品川区/東品川/四丁目/１２番,139.74864,35.61021,5,7
ローソン品川シーサイドホレスト店,東京都品川区東品川4-12-8,東京都/品川区/東品川/四丁目/１２番,139.74864,35.61021,5,7
サークルＫ品川シーサイド店,東京都品川区東品川4丁目12番10号,東京都/品川区/東品川/四丁目/１２番,139.74864,35.61021,5,7
サークルＫ品川天王洲アイル店,東京都品川区東品川二丁目2番8号スフィアタワー天王洲132号,東京都/品川区/東品川/二丁目/２番,139.74939,35.62269,5,7
ローソン立会川店,東京都品川区南大井1-8-3,東京都/品川区/南大井/一丁目/８番,139.73933,35.59566,5,7
エーエムピーエム品川水族館前店,東京都品川区南大井2-12-10,東京都/品川区/南大井/二丁目/１２番,139.73648,35.58897,5,7
ローソン大森海岸駅前店,東京都品川区南大井3-24-8,東京都/品川区/南大井/三丁目/２４番,139.73372,35.58895,5,7
セブンイレブン品川南大井3丁目店,東京都品川区南大井3－30－8,東京都/品川区/南大井/三丁目/３０番,139.73445,35.58788,5,7
スリーエフ南大井店,東京都品川区南大井3-6-18,東京都/品川区/南大井/三丁目/６番,139.73445,35.59217,5,7
セブンイレブン南大井浜川店,東京都品川区南大井4-9-2,東京都/品川区/南大井/四丁目/９番,139.73582,35.59625,5,7
セブンイレブン南大井水神店,東京都品川区南大井5-27-14,東京都/品川区/南大井/五丁目/２７番,139.7334,35.59337,5,7
ローソン南大井六丁目店,東京都品川区南大井6-11-1,東京都/品川区/南大井/六丁目/１１番,139.73268,35.59092,5,7
セブンイレブン南大井店,東京都品川区南大井6-16-7,東京都/品川区/南大井/六丁目/１６番,139.73032,35.59106,5,7
サンクス大森駅北口店,東京都品川区南大井6-17-14 曽根ビル,東京都/品川区/南大井/六丁目/１７番,139.7298,35.59003,5,7
ファミリーマート山王大森駅前店,東京都品川区南大井6-17-7,東京都/品川区/南大井/六丁目/１７番,139.7298,35.59003,5,7
エーエムピーエム大森ベルポート店,東京都品川区南大井6-26-3,東京都/品川区/南大井/六丁目/２６番,139.73175,35.58825,5,7
ファミリーマート大森ベルポート前店,東京都品川区南大井6丁目25-3 ビリーヴ大森,東京都/品川区/南大井/六丁目/２５番,139.73067,35.58908,5,7
セブンイレブン品川区品川橋店,東京都品川区南品川1-4-20,東京都/品川区/南品川/一丁目/４番,139.74493,35.61636,5,7
エーエムピーエム南品川2丁目店,東京都品川区南品川2－14－13,東京都/品川区/南品川/二丁目/１４番,139.74429,35.61393,5,7
ファミリーマート青物横丁店,東京都品川区南品川2-17-22,東京都/品川区/南品川/二丁目/１７番,139.74452,35.61181,5,7
エーエムピーエム青物横丁店,東京都品川区南品川2-4-7,東京都/品川区/南品川/二丁目/４番,139.74248,35.61053,5,7
セブンイレブン南品川3丁目店,東京都品川区南品川3－6－1,東京都/品川区/南品川/三丁目/６番,139.74461,35.6103,5,7
エーエムピーエム南品川3丁目店,東京都品川区南品川3－6－29,東京都/品川区/南品川/三丁目/６番,139.74461,35.6103,5,7
セブンイレブン南品川店,東京都品川区南品川5-4-1,東京都/品川区/南品川/五丁目/４番,139.74146,35.61097,5,7
丸正大井町店,東京都品川区二葉1-11-5,東京都/品川区/二葉/一丁目/１１番,139.72763,35.6073,5,7
ローソン二葉店,東京都品川区二葉1-4-27,東京都/品川区/二葉/一丁目/４番,139.72665,35.6079,5,7
エーエムピーエム品川二葉2丁目店,東京都品川区二葉2－4－20,東京都/品川区/二葉/二丁目/４番,139.72572,35.60474,5,7
ローソン二葉三丁目店,東京都品川区二葉3-21-3,東京都/品川区/二葉/三丁目/２１番,139.72208,35.60313,5,7
エーエムピーエム品川二葉四丁目店,東京都品川区二葉4-27-1,東京都/品川区/二葉/四丁目/２７番,139.71358,35.60214,5,7
ＳＴＯＲＥ１００品川二葉四丁目店,東京都品川区二葉4-27-9,東京都/品川区/二葉/四丁目/２７番,139.71358,35.60214,5,7
ローソン八潮三丁目店,東京都品川区八潮3-2-38,東京都/品川区/八潮/三丁目/２番,139.7552,35.61055,5,7
ミニマートコアラ,東京都品川区八潮3-3-22,東京都/品川区/八潮/三丁目/３番,139.75642,35.58643,5,7
ローソン八潮５丁目店,東京都品川区八潮5-10-27,東京都/品川区/八潮/五丁目/１０番,139.75363,35.59915,5,7
エーエムピーエム品川戸越店,東京都品川区平塚1－12－6,東京都/品川区/平塚/一丁目/１２番,139.71559,35.61418,5,7
セブンイレブン戸越銀座駅前店,東京都品川区平塚1-5-8,東京都/品川区/平塚/一丁目/５番,139.71509,35.61596,5,7
ミニストップ戸越駅前店,東京都品川区平塚1-7-6,東京都/品川区/平塚/一丁目/７番,139.71609,35.61501,5,7
ファミリーマート戸越銀座店,東京都品川区平塚1丁目6-20 キャピタル808,東京都/品川区/平塚/一丁目/６番,139.71588,35.61587,5,7
エーエムピーエム品川豊町4丁目店,東京都品川区豊町4－20－11,東京都/品川区/豊町/四丁目/２０番,139.72124,35.60467,5,7
ローソン北品川一丁目店,東京都品川区北品川1-13-7,東京都/品川区/北品川/一丁目/１３番,139.74312,35.62446,5,7
ファミリーマート北品川店,東京都品川区北品川1-22-2,東京都/品川区/北品川/一丁目/２２番,139.74043,35.62218,5,7
ファミリーマート新馬場サクセス通り店,東京都品川区北品川2-18-3,東京都/品川区/北品川/二丁目/１８番,139.74153,35.61763,5,7
