col0,col1,LocName,lon,lat,iConf,iLvl
サンクス新木場埠頭店,東京都江東区辰巳3丁目26-27,東京都/江東区/辰巳/三丁目/２６番,139.81952,35.64308,5,7
ミニストップ潮見駅前店,東京都江東区潮見2-6-1,東京都/江東区/潮見/二丁目/６番,139.81638,35.65944,5,7
ローソン冬木店,東京都江東区冬木19-4,東京都/江東区/冬木/１９番,139.80316,35.67554,5,7
（株）オクムラ,東京都江東区冬木23-13,東京都/江東区/冬木/２３番,139.7998,35.67558,5,7
セブンイレブン江東冬木店,東京都江東区冬木5-1,東京都/江東区/冬木/５番,139.80244,35.67362,5,7
ファミリーマート東雲橋店,東京都江東区東雲1-10-18,東京都/江東区/東雲/一丁目/１０番,139.8036,35.65083,5,7
エーエムピーエム江東東雲1丁目店,東京都江東区東雲1－9－11－104,東京都/江東区/東雲/一丁目/９番,139.80682,35.64558,5,7
セブンイレブン東雲1丁目店,東京都江東区東雲1丁目2－8－101,東京都/江東区/東雲/一丁目/２番,139.8009,35.64883,5,7
コミュニティ・ストアぬ利彦東雲店,東京都江東区東雲2-8-10,東京都/江東区/東雲/二丁目/８番,139.80461,35.64103,5,7
セブンイレブン江東東砂1丁目店,東京都江東区東砂1－3－39,東京都/江東区/東砂/一丁目/３番,139.83957,35.68481,5,7
デイリーヤマザキ江東東砂1丁目店,東京都江東区東砂1-3-6,東京都/江東区/東砂/一丁目/３番,139.83957,35.68481,5,7
デイリーヤマザキ江東東砂店,東京都江東区東砂3-16-26,東京都/江東区/東砂/三丁目/１６番,139.84224,35.68194,5,7
ファミリーマート東砂三丁目店,東京都江東区東砂3-17-3,東京都/江東区/東砂/三丁目/１７番,139.8436,35.68105,5,7
デイリーヤマザキ東砂3丁目店,東京都江東区東砂3-23-9,東京都/江東区/東砂/三丁目/２３番,139.84283,35.67772,5,7
セブンイレブン江東東砂3丁目店,東京都江東区東砂3ー15ー24,東京都/江東区/東砂/三丁目/１５番,139.84116,35.68096,5,7
セブンイレブン江東東砂7丁目店,東京都江東区東砂7－10－5,東京都/江東区/東砂/七丁目/１０番,139.83821,35.672,5,7
ミニストップ東砂店,東京都江東区東砂7-1-1,東京都/江東区/東砂/七丁目/１番,139.83812,35.67022,5,7
ミニストップ東砂７丁目店,東京都江東区東砂7-18-10,東京都/江東区/東砂/七丁目/１８番,139.83717,35.67504,5,7
セブンイレブン江東東砂8丁目店,東京都江東区東砂8ー19ー9,東京都/江東区/東砂/八丁目/１９番,139.84149,35.66774,5,7
サンクス東陽1丁目店,東京都江東区東陽1-16-12,東京都/江東区/東陽/一丁目/１６番,139.8101,35.66738,5,7
エーエムピーエム東陽2丁目店,東京都江東区東陽2ー4ー46,東京都/江東区/東陽/二丁目/４番,139.81812,35.6687,5,7
コミュニティ・ストア東陽町サンヒダカ店,東京都江東区東陽2-4-29,東京都/江東区/東陽/二丁目/４番,139.81812,35.6687,5,7
コンビニエンスさくま,東京都江東区東陽3-18-9,東京都/江東区/東陽/三丁目/１８番,139.81122,35.66991,5,7
セブンイレブン東陽店,東京都江東区東陽3-21-6,東京都/江東区/東陽/三丁目/２１番,139.81137,35.66881,5,7
セブンイレブン江東東陽町駅前店,東京都江東区東陽3－27－18,東京都/江東区/東陽/三丁目/２７番,139.81564,35.6699,5,7
サンクス東陽公園店,東京都江東区東陽3-27-30,東京都/江東区/東陽/三丁目/２７番,139.81564,35.6699,5,7
ローソン東陽三丁目店,東京都江東区東陽3-7-10,東京都/江東区/東陽/三丁目/７番,139.80959,35.66964,5,7
ローソン東陽町店,東京都江東区東陽4-10-8,東京都/江東区/東陽/四丁目/１０番,139.81662,35.67097,5,7
デイリーヤマザキ東陽町駅前店,東京都江東区東陽4-1-13,東京都/江東区/東陽/四丁目/１番,139.81711,35.66933,5,7
デイリーヤマザキ東陽町店,東京都江東区東陽4-11-33,東京都/江東区/東陽/四丁目/１１番,139.81738,35.67311,5,7
エーエムピーエム東陽町駅前店,東京都江東区東陽4-1-2,東京都/江東区/東陽/四丁目/１番,139.81711,35.66933,5,7
サンクス東陽4丁目店,東京都江東区東陽4ー6ー19,東京都/江東区/東陽/四丁目/６番,139.8194,35.67039,5,7
ミニストップ東陽５丁目店,東京都江東区東陽5-29-38,東京都/江東区/東陽/五丁目/２９番,139.81305,35.67284,5,7
ファミリーマート東陽六丁目店,東京都江東区東陽6-2-13,東京都/江東区/東陽/六丁目/２番,139.81256,35.67361,5,7
エーエムピーエム東京イースト21店,東京都江東区東陽6－3－2,東京都/江東区/東陽/六丁目/３番,139.81474,35.67485,5,7
ファミリーマート南砂一丁目店,東京都江東区南砂1-10-11,東京都/江東区/南砂/一丁目/１０番,139.82361,35.67905,5,7
セブンイレブン江東南砂1丁目店,東京都江東区南砂1－5－20,東京都/江東区/南砂/一丁目/５番,139.82146,35.68092,5,7
セブンイレブン江東南砂2丁目店,東京都江東区南砂2－10－12,東京都/江東区/南砂/二丁目/１０番,139.82025,35.67238,5,7
ポプラ南砂２丁目店,東京都江東区南砂2-25-7,東京都/江東区/南砂/二丁目/２５番,139.8246,35.67474,5,7
サンクス南砂2丁目店,東京都江東区南砂2-28-3 サンエイビル,東京都/江東区/南砂/二丁目/２８番,139.82239,35.67529,5,7
サンクス江東南砂店,東京都江東区南砂2丁目2-11,東京都/江東区/南砂/二丁目/２番,139.82359,35.66954,5,7
ミニストップ南砂駅前店,東京都江東区南砂3-14-1,東京都/江東区/南砂/三丁目/１４番,139.83255,35.6684,5,7
セブンイレブン江東南砂3丁目店,東京都江東区南砂3丁目9番3,東京都/江東区/南砂/三丁目/９番,139.82845,35.66988,5,7
ココストア南砂藤井店,東京都江東区南砂4-1-12,東京都/江東区/南砂/四丁目/１番,139.82698,35.67382,5,7
ローソン南砂五丁目店,東京都江東区南砂5-23-8,東京都/江東区/南砂/五丁目/２３番,139.83423,35.67561,5,7
ファミリーマート江東境川店,東京都江東区南砂5-4-8,東京都/江東区/南砂/五丁目/４番,139.82782,35.67642,5,7
サンクス南砂元八幡通り店,東京都江東区南砂6-2-1,東京都/江東区/南砂/六丁目/２番,139.83435,35.67129,5,7
エーエムピーエム南砂7丁目店,東京都江東区南砂7－4－6,東京都/江東区/南砂/七丁目/４番,139.83409,35.67011,5,7
サンクス江東南砂四丁目店,東京都江東区南砂四丁目4-20,東京都/江東区/南砂/四丁目/４番,139.82867,35.67475,5,7
ファミリーマート清澄白河駅前店,東京都江東区白河1-6-12,東京都/江東区/白河/一丁目/６番,139.79938,35.68231,5,7
ポプラ白河２丁目店,東京都江東区白河2-3-1,東京都/江東区/白河/二丁目/３番,139.80217,35.68114,5,7
ファミリーマート岡田白河二丁目店,東京都江東区白河2-7-8,東京都/江東区/白河/二丁目/７番,139.80321,35.682,5,7
デイリーヤマザキ白河店,東京都江東区白河3-1-18,東京都/江東区/白河/三丁目/１番,139.80403,35.68145,5,7
セブンイレブン江東白河3丁目店,東京都江東区白河3－4－3－102,東京都/江東区/白河/三丁目/４番,139.80566,35.68214,5,7
（有）サクライ,東京都江東区白河4-1-19,東京都/江東区/白河/四丁目/１番,139.80695,35.68147,5,7
サンクス門前仲町店,東京都江東区富岡1-23-16,東京都/江東区/富岡/一丁目/２３番,139.79936,35.67116,5,7
デイリーヤマザキ江東門前仲町駅前店,東京都江東区富岡1-6-6,東京都/江東区/富岡/一丁目/６番,139.79691,35.67117,5,7
ファミリーマート福住二丁目店,東京都江東区福住2丁目3-4,東京都/江東区/福住/二丁目/３番,139.79408,35.67732,5,7
ファミリーマート平野三丁目店,東京都江東区平野3-2-4,東京都/江東区/平野/三丁目/２番,139.80544,35.67676,5,7
ローソン平野三丁目店,東京都江東区平野3-5-9,東京都/江東区/平野/三丁目/５番,139.80644,35.67885,5,7
サンクス豊洲1丁目店,東京都江東区豊洲1-2-39,東京都/江東区/豊洲/一丁目/２番,139.79288,35.66069,5,7
セブンイレブン豊洲3丁目店,東京都江東区豊洲3－1－1,東京都/江東区/豊洲/三丁目/１番,139.79329,35.65924,5,7
生活彩家豊洲センタービル店,東京都江東区豊洲3-3-3,東京都/江東区/豊洲/三丁目/３番,139.79707,35.65632,5,7
ファミリーマート豊洲センタービルアネックス店,東京都江東区豊洲3-3-9 豊洲センタービルアネックス,東京都/江東区/豊洲/三丁目/３番,139.79707,35.65632,5,7
ナチュラルローソン豊洲三丁目店,東京都江東区豊洲3-5-21,東京都/江東区/豊洲/三丁目/５番,139.79581,35.65873,5,7
ファミリーマート芝浦工大豊洲キャンパス店,東京都江東区豊洲3-7-5,東京都/江東区/豊洲/三丁目/７番,139.79512,35.66071,5,7
ファミリーマート豊洲四丁目店,東京都江東区豊洲4-1-3,東京都/江東区/豊洲/四丁目/１番,139.79749,35.65417,5,7
セブンイレブン豊洲店,東京都江東区豊洲4-6-1,東京都/江東区/豊洲/四丁目/６番,139.79836,35.65537,5,7
サンクス豊洲店,東京都江東区豊洲5-2-10,東京都/江東区/豊洲/五丁目/２番,139.79532,35.65302,5,7
デイリーヤマザキ江東豊洲駅前店,東京都江東区豊洲5-5-1-102,東京都/江東区/豊洲/五丁目/５番,139.79678,35.65314,5,7
エーエムピーエム豊洲ISTビル店,東京都江東区豊洲5－6－52,東京都/江東区/豊洲/五丁目/６番,139.79823,35.65055,5,7
セブンイレブン江東北砂3丁目店,東京都江東区北砂3－2－2,東京都/江東区/北砂/三丁目/２番,139.82774,35.68204,5,7
ローソン北砂３丁目店,東京都江東区北砂3-4-8,東京都/江東区/北砂/三丁目/４番,139.82776,35.6846,5,7
デイリーヤマザキ北砂3丁目店,東京都江東区北砂3-6-14,東京都/江東区/北砂/三丁目/６番,139.82988,35.68377,5,7
サンクス江東北砂店,東京都江東区北砂4-32-14,東京都/江東区/北砂/四丁目/３２番,139.83286,35.67696,5,7
グリーンサークル北砂店,東京都江東区北砂4-4-14,東京都/江東区/北砂/四丁目/４番,139.82797,35.67778,5,7
スリーエフ砂町銀座通り店,東京都江東区北砂4-6-18,東京都/江東区/北砂/四丁目/６番,139.82826,35.67817,5,7
サンクス北砂5丁目店,東京都江東区北砂5-14-16 砂銀ビル,東京都/江東区/北砂/五丁目/１４番,139.83453,35.68045,5,7
ファミリーマート北砂五丁目店,東京都江東区北砂5-21-13,東京都/江東区/北砂/五丁目/２１番,139.83118,35.68323,5,7
ファミリーマート北砂六丁目店,東京都江東区北砂6-12-7,東京都/江東区/北砂/六丁目/１２番,139.83644,35.68386,5,7
ミニストップ北砂６丁目店,東京都江東区北砂6-27-21,東京都/江東区/北砂/六丁目/２７番,139.83766,35.68056,5,7
デイリーヤマザキ丸八通り店,東京都江東区北砂7-4-1,東京都/江東区/北砂/七丁目/４番,139.83484,35.67872,5,7
スリーエフ江東毛利1丁目店,東京都江東区毛利1-11-12,東京都/江東区/毛利/一丁目/１１番,139.81496,35.69084,5,7
（有）松井商店,東京都江東区毛利1-6-10,東京都/江東区/毛利/一丁目/６番,139.8131,35.6917,5,7
セブンイレブン江東毛利店,東京都江東区毛利1-6-10,東京都/江東区/毛利/一丁目/６番,139.8131,35.6917,5,7
セブンイレブン江東木場1丁目店,東京都江東区木場1－5－25,東京都/江東区/木場/一丁目/５番,139.80396,35.6668,5,7
ファミリーマート木場二丁目店,東京都江東区木場2-19,東京都/江東区/木場/二丁目/１９番,139.80534,35.6697,5,7
（株）日比野商店,東京都江東区木場2-6-3,東京都/江東区/木場/二丁目/６番,139.8031,35.66933,5,7
サンクス木場2丁目店,東京都江東区木場2丁目6-3,東京都/江東区/木場/二丁目/６番,139.8031,35.66933,5,7
サンクス木場公園店,東京都江東区木場3丁目18-14,東京都/江東区/木場/三丁目/１８番,139.80597,35.67326,5,7
八百周,東京都江東区木場5-1-5,東京都/江東区/木場/五丁目/１番,139.80635,35.66898,5,7
ファミリーマート木場駅前店,東京都江東区木場5-2-5,東京都/江東区/木場/五丁目/２番,139.80641,35.66917,5,7
ローソン木場店,東京都江東区木場5-4-11,東京都/江東区/木場/五丁目/４番,139.80696,35.66967,5,7
サンクス江東木場店,東京都江東区木場6-4-4 梅本ビル1F,東京都/江東区/木場/六丁目/４番,139.80666,35.6666,5,7
エーエムピーエム門前仲町1丁目店,東京都江東区門前仲町1－10－1,東京都/江東区/門前仲町/一丁目/１０番,139.79378,35.67395,5,7
ファミリーマート門前仲町一丁目店,東京都江東区門前仲町1-5-5,東京都/江東区/門前仲町/一丁目/５番,139.79338,35.67273,5,7
ファミリーマート門前仲町駅前店,東京都江東区門前仲町1-7-12 木屋源ビル,東京都/江東区/門前仲町/一丁目/７番,139.79449,35.67289,5,7
サンクス門前仲町1丁目店,東京都江東区門前仲町1-8-9,東京都/江東区/門前仲町/一丁目/８番,139.79468,35.67314,5,7
ファミリーマート門前仲町店,東京都江東区門前仲町2-3-8,東京都/江東区/門前仲町/二丁目/３番,139.79529,35.67185,5,7
セブンイレブン江東門前仲町店,東京都江東区門前仲町2-6-1,東京都/江東区/門前仲町/二丁目/６番,139.79565,35.67273,5,7
デイリーヤマザキ江東有明1丁目店,東京都江東区有明1-4-29,東京都/江東区/有明/一丁目/４番,139.78592,35.63658,5,7
サークルＫ江東有明一丁目店,東京都江東区有明1丁目1番16号,東京都/江東区/有明/一丁目/１番,139.79591,35.64233,5,7
サンクス国際展示場駅前店,東京都江東区有明2-5-24,東京都/江東区/有明/二丁目/５番,139.79219,35.63532,5,7
セブンイレブンTOC有明店,東京都江東区有明2－5－7,東京都/江東区/有明/二丁目/５番,139.79219,35.63532,5,7
ミニストップＷＡＮＺＡＡＲＩＡＫＥ店,東京都江東区有明3-1-22,東京都/江東区/有明/三丁目/１番,139.78586,35.62993,5,7
サンクス有明フロンティア店,東京都江東区有明3-1-25-106,東京都/江東区/有明/三丁目/１番,139.78586,35.62993,5,7
エーエムピーエム東京ビッグサイト店,東京都江東区有明3-21-1,東京都/江東区/有明/三丁目/２１番,139.79495,35.62863,5,7
ファミリーマート東京ビッグサイト店,東京都江東区有明3-21-1 東京ビッグサイト正門,東京都/江東区/有明/三丁目/２１番,139.79495,35.62863,5,7
エーエムピーエム東京ビッグサイト東展示棟店,東京都江東区有明3－21－1東京国際展示場東展示棟,東京都/江東区/有明/三丁目/２１番,139.79495,35.62863,5,7
ファミリーマート愛宕グリーンヒルズ店,東京都港区愛宕2-5-1,東京都/港区/愛宕/二丁目/５番,139.74902,35.66206,5,7
エーエムピーエムニューピア竹芝店,東京都港区海岸1-16-1,東京都/港区/海岸/一丁目/１６番,139.76239,35.653,5,7
セブンイレブン港区海岸1丁目店,東京都港区海岸1－2－3,東京都/港区/海岸/一丁目/２番,139.75906,35.6569,5,7
エーエムピーエム竹芝ふ頭前店,東京都港区海岸1-9-11,東京都/港区/海岸/一丁目/９番,139.76173,35.65565,5,7
デイリーヤマザキ竹芝店,東京都港区海岸1-9-18,東京都/港区/海岸/一丁目/９番,139.76173,35.65565,5,7
ポートストア日の出,東京都港区海岸2-7-91,東京都/港区/海岸/二丁目/７番,139.75954,35.6479,5,7
ポートストア芝浦,東京都港区海岸3-14-24,東京都/港区/海岸/三丁目/１４番,139.75507,35.64126,5,7
ジユンマート,東京都港区海岸3-19-2,東京都/港区/海岸/三丁目/１９番,139.75648,35.6417,5,7
エーエムピーエムMSCセンタービル店,東京都港区海岸3－22－23,東京都/港区/海岸/三丁目/２２番,139.7572,35.6417,5,7
新鮮組アポロン海岸店,東京都港区海岸3-9-15,東京都/港区/海岸/三丁目/９番,139.75392,35.63872,5,7
サンクス港海岸3丁目店,東京都港区海岸3丁目18-1,東京都/港区/海岸/三丁目/１８番,139.75645,35.64346,5,7
エーエムピーエム元赤坂1丁目店,東京都港区元赤坂1－3－9,東京都/港区/元赤坂/一丁目/３番,139.7339,35.67708,5,7
サンクス元麻布店,東京都港区元麻布2-2-12,東京都/港区/元麻布/二丁目/２番,139.72653,35.65455,5,7
ナチュラルローソン元麻布店,東京都港区元麻布3-1-34,東京都/港区/元麻布/三丁目/１番,139.72839,35.65775,5,7
エーエムピーエム元麻布3丁目店,東京都港区元麻布3－1－38,東京都/港区/元麻布/三丁目/１番,139.72839,35.65775,5,7
エーエムピーエム虎ノ門霞ヶ関店,東京都港区虎ノ門1－1－20,東京都/港区/虎ノ門/一丁目/１番,139.74927,35.67067,5,7
ファミリーマート虎ノ門一丁目店,東京都港区虎ノ門1-12-1,東京都/港区/虎ノ門/一丁目/１２番,139.7498,35.66868,5,7
セブンイレブン虎ノ門駅前店,東京都港区虎ノ門1－1－23,東京都/港区/虎ノ門/一丁目/１番,139.74927,35.67067,5,7
セブンイレブン虎ノ門1丁目店,東京都港区虎ノ門1ー4ー6,東京都/港区/虎ノ門/一丁目/４番,139.75078,35.66967,5,7
サンクス虎ノ門1丁目店,東京都港区虎ノ門1-16-4,東京都/港区/虎ノ門/一丁目/１６番,139.7489,35.66845,5,7
ローソン虎ノ門一丁目店,東京都港区虎ノ門1-19-5,東京都/港区/虎ノ門/一丁目/１９番,139.75018,35.6675,5,7
ローソン虎ノ門桜田通店,東京都港区虎ノ門1-21-18,東京都/港区/虎ノ門/一丁目/２１番,139.74869,35.66799,5,7
セブンイレブン虎ノ門1丁目桜田通り店,東京都港区虎ノ門1－22－15,東京都/港区/虎ノ門/一丁目/２２番,139.74808,35.66726,5,7
生活彩家虎ノ門ＪＴビル店,東京都港区虎ノ門2-2-1,東京都/港区/虎ノ門/二丁目/２番,139.74557,35.66901,5,7
エーエムピーエム虎ノ門桜田通り店,東京都港区虎ノ門2-6-7,東京都/港区/虎ノ門/二丁目/６番,139.74728,35.6671,5,7
ローソン虎ノ門四丁目店,東京都港区虎ノ門4-1-13,東京都/港区/虎ノ門/四丁目/１番,139.74449,35.66539,5,7
エーエムピーエム虎ノ門城山ヒルズ前店,東京都港区虎ノ門4-1-19,東京都/港区/虎ノ門/四丁目/１番,139.74449,35.66539,5,7
セブンイレブン虎ノ門タワ－ズオフィス店,東京都港区虎ノ門4－1－28,東京都/港区/虎ノ門/四丁目/１番,139.74449,35.66539,5,7
サンクス神谷町駅前店,東京都港区虎ノ門4-1-6,東京都/港区/虎ノ門/四丁目/１番,139.74449,35.66539,5,7
ローソン城山ガーデン店,東京都港区虎ノ門4-3-1,東京都/港区/虎ノ門/四丁目/３番,139.74318,35.66416,5,7
エーエムピーエム神谷町MTビル店,東京都港区虎ノ門4－3－20,東京都/港区/虎ノ門/四丁目/３番,139.74318,35.66416,5,7
セブンイレブン神谷町オランダヒルズ店,東京都港区虎ノ門5-11-2,東京都/港区/虎ノ門/五丁目/１１番,139.74431,35.66165,5,7
セブンイレブン虎ノ門5丁目店,東京都港区虎ノ門5－12－1,東京都/港区/虎ノ門/五丁目/１２番,139.7451,35.66264,5,7
エーエムピーエム地下鉄神谷町駅店,東京都港区虎ノ門5-1-5,東京都/港区/虎ノ門/五丁目/１番,139.74535,35.66372,5,7
ファミリーマート虎ノ門愛宕下通り店,東京都港区虎ノ門一丁目5-8,東京都/港区/虎ノ門/一丁目/５番,139.75069,35.66946,5,7
ファミリーマートソニーシティ内店,東京都港区港南1-7-1,東京都/港区/港南/一丁目/７番,139.74403,35.63116,5,7
（株）エムシーエムコーポレーション,東京都港区港南1-9-1,東京都/港区/港南/一丁目/９番,139.7421,35.63075,5,7
ファミリーマート品川駅港南口店,東京都港区港南1-9-32 ＮＴＴＤＡＴＡ品川ビル別館,東京都/港区/港南/一丁目/９番,139.7421,35.63075,5,7
サンクス港南楽水橋店,東京都港区港南2-11-1,東京都/港区/港南/二丁目/１１番,139.74559,35.62407,5,7
スリーエフ港区港南2丁目店,東京都港区港南2-12-27,東京都/港区/港南/二丁目/１２番,139.74539,35.62576,5,7
ナチュラルローソン品川インターシティ店,東京都港区港南2-15-1,東京都/港区/港南/二丁目/１５番,139.74193,35.62663,5,7
ジャストスポット品川インターシティ店,東京都港区港南2-15-2,東京都/港区/港南/二丁目/１５番,139.74193,35.62663,5,7
セブンイレブン品川イ－ストワンタワ－店,東京都港区港南2－16－1,東京都/港区/港南/二丁目/１６番,139.74048,35.62658,5,7
ローソン品川グランパサージュ店,東京都港区港南2-16-3,東京都/港区/港南/二丁目/１６番,139.74048,35.62658,5,7
ナチュラルローソンキヤノンＳタワー店,東京都港区港南2-16-6,東京都/港区/港南/二丁目/１６番,139.74048,35.62658,5,7
デイリーヤマザキ京王品川ビル店,東京都港区港南2-17-1,東京都/港区/港南/二丁目/１７番,139.73933,35.62545,5,7
エーエムピーエム品川駅東店,東京都港区港南2-4-7,東京都/港区/港南/二丁目/４番,139.74425,35.62851,5,7
セブンイレブン品川駅港南口店,東京都港区港南2-5-3,東京都/港区/港南/二丁目/５番,139.74355,35.62855,5,7
エーエムピーエム港南3丁目店,東京都港区港南3丁目5番10号,東京都/港区/港南/三丁目/５番,139.74756,35.6332,5,7
スリーエフ港区港南3丁目店,東京都港区港南3丁目7-3,東京都/港区/港南/三丁目/７番,139.74934,35.63216,5,7
エーエムピーエムリバージュ品川店,東京都港区港南4-1-8,東京都/港区/港南/四丁目/１番,139.74672,35.63031,5,7
ファミリーマート港南四丁目店,東京都港区港南4-7-55,東京都/港区/港南/四丁目/７番,139.75143,35.6302,5,7
サンクス品川埠頭店,東京都港区港南5-4-38,東京都/港区/港南/五丁目/４番,139.75674,35.62683,5,7
エーエムピーエム品川埠頭店,東京都港区港南5－5－30,東京都/港区/港南/五丁目/５番,139.75676,35.62854,5,7
セブンイレブン魚籃坂店,東京都港区高輪1-1-11,東京都/港区/高輪/一丁目/１番,139.73561,35.64465,5,7
セブンイレブン高輪店,東京都港区高輪1-26-13,東京都/港区/高輪/一丁目/２６番,139.73251,35.63739,5,7
エーエムピーエム高輪1丁目店,東京都港区高輪1－27－47,東京都/港区/高輪/一丁目/２７番,139.73241,35.63684,5,7
ローソン高輪店,東京都港区高輪2-14-14,東京都/港区/高輪/二丁目/１４番,139.73787,35.63558,5,7
デイリーヤマザキ高輪本店,東京都港区高輪2-16-37,東京都/港区/高輪/二丁目/１６番,139.73897,35.63899,5,7
コミュニティ・ストア高輪ミリ＆リッチ店,東京都港区高輪2-20-30,東京都/港区/高輪/二丁目/２０番,139.73987,35.63781,5,7
ミニストップ高輪３丁目店,東京都港区高輪3-10-7,東京都/港区/高輪/三丁目/１０番,139.73177,35.63126,5,7
セブンイレブン品川駅前店,東京都港区高輪3-25-20,東京都/港区/高輪/三丁目/２５番,139.73787,35.63049,5,7
スリーエフ高輪3丁目店,東京都港区高輪3丁目4番1号,東京都/港区/高輪/三丁目/４番,139.73177,35.6348,5,7
ファミリーマート高輪四丁目店,東京都港区高輪4-20-3,東京都/港区/高輪/四丁目/２０番,139.73506,35.62627,5,7
セブンイレブン港区高輪4丁目店,東京都港区高輪4－24－58,東京都/港区/高輪/四丁目/２４番,139.73526,35.62541,5,7
セブンイレブン品川プリンスホテル店,東京都港区高輪4丁目10－30,東京都/港区/高輪/四丁目/１０番,139.73534,35.62814,5,7
エーエムピーエム三田1丁目店,東京都港区三田1－2－18,東京都/港区/三田/一丁目/２番,139.74051,35.65499,5,7
セブンイレブン済生会中央病院店,東京都港区三田1-4-17,東京都/港区/三田/一丁目/４番,139.7426,35.65325,5,7
ファミリーマート三田二丁目店,東京都港区三田2-10-6,東京都/港区/三田/二丁目/１０番,139.74455,35.65073,5,7
エーエムピーエム三田2丁目店,東京都港区三田2－7－9,東京都/港区/三田/二丁目/７番,139.74457,35.65113,5,7
ファミリーマート三田三丁目店,東京都港区三田3-13-12 三田MTビル,東京都/港区/三田/三丁目/１３番,139.74345,35.64378,5,7
エーエムピーエム慶応大学前店,東京都港区三田3-2-1,東京都/港区/三田/三丁目/２番,139.74228,35.64714,5,7
セブンイレブン港区三田3丁目店,東京都港区三田3ー7－15,東京都/港区/三田/三丁目/７番,139.74155,35.64282,5,7
エーエムピーエム三田3丁目店,東京都港区三田3－4－6,東京都/港区/三田/三丁目/４番,139.74353,35.64626,5,7
リーベンハウス三田ハイツビル店,東京都港区三田3-5-27,東京都/港区/三田/三丁目/５番,139.74329,35.64491,5,7
ジャストスポット三田店,東京都港区三田3-9-9,東京都/港区/三田/三丁目/９番,139.74075,35.64135,5,7
ファミリーマート泉岳寺北店,東京都港区三田3丁目11-34 センチュリー三田ビル,東京都/港区/三田/三丁目/１１番,139.74217,35.64215,5,7
エーエムピーエム泉岳寺駅前店,東京都港区三田4-19-21,東京都/港区/三田/四丁目/１９番,139.73955,35.64116,5,7
新鮮組高輪店,東京都港区三田4-19-27,東京都/港区/三田/四丁目/１９番,139.73955,35.64116,5,7
コア三田店,東京都港区三田5-18-3,東京都/港区/三田/五丁目/１８番,139.73691,35.6446,5,7
ローソン金杉橋店,東京都港区芝1-5-12,東京都/港区/芝/一丁目/５番,139.75439,35.65205,5,7
（株）逸品,東京都港区芝2-20-8,東京都/港区/芝/二丁目/２０番,139.74988,35.65165,5,7
セブンイレブン港区芝2丁目店,東京都港区芝2ー16ー7,東京都/港区/芝/二丁目/１６番,139.75212,35.65151,5,7
ローソン港芝二丁目店,東京都港区芝2-29-12,東京都/港区/芝/二丁目/２９番,139.75266,35.64984,5,7
エーエムピーエム芝2丁目店,東京都港区芝2－5－10,東京都/港区/芝/二丁目/５番,139.75162,35.65265,5,7
ローソン芝公園駅前店,東京都港区芝2-7-2,東京都/港区/芝/二丁目/７番,139.74997,35.65227,5,7
エーエムピーエム芝公園店,東京都港区芝3-2-11,東京都/港区/芝/三丁目/２番,139.74644,35.65348,5,7
ローソン芝公園南店,東京都港区芝3-3-12,東京都/港区/芝/三丁目/３番,139.74768,35.65297,5,7
セブンイレブン港区芝3丁目店,東京都港区芝3ー15ー9,東京都/港区/芝/三丁目/１５番,139.74533,35.65353,5,7
ローソン芝三丁目店,東京都港区芝3-34-1,東京都/港区/芝/三丁目/３４番,139.74771,35.65024,5,7
サンクス芝公園店,東京都港区芝3-5-5,東京都/港区/芝/三丁目/５番,139.7487,35.65234,5,7
エーエムピーエム田町駅北店,東京都港区芝4-13-3,東京都/港区/芝/四丁目/１３番,139.74973,35.64764,5,7
エーエムピーエム芝4丁目店,東京都港区芝4－3－10,東京都/港区/芝/四丁目/３番,139.75026,35.64882,5,7
サンクス芝4丁目店,東京都港区芝4-7-6 芝ビルディング1F,東京都/港区/芝/四丁目/７番,139.75237,35.64906,5,7
ファミリーマート芝五丁目店,東京都港区芝5-10-8,東京都/港区/芝/五丁目/１０番,139.7462,35.64926,5,7
セブンイレブン港区芝5丁目店,東京都港区芝5－14－10,東京都/港区/芝/五丁目/１４番,139.74492,35.64837,5,7
ローソン慶応大学前店,東京都港区芝5-14-14,東京都/港区/芝/五丁目/１４番,139.74492,35.64837,5,7
エーエムピーエム三田駅前店,東京都港区芝5-19-7,東京都/港区/芝/五丁目/１９番,139.7478,35.64756,5,7
ローソン芝５丁目店,東京都港区芝5-27-10,東京都/港区/芝/五丁目/２７番,139.74622,35.64704,5,7
ファミリーマート三田ステーションビル店,東京都港区芝5-31-7 三田ステーションビル3Ｆ,東京都/港区/芝/五丁目/３１番,139.74626,35.64667,5,7
ローソン田町駅三田口店,東京都港区芝5-32-14,東京都/港区/芝/五丁目/３２番,139.74757,35.64725,5,7
サンクス田町駅前店,東京都港区芝5-33-7,東京都/港区/芝/五丁目/３３番,139.74821,35.64656,5,7
ローソン新田町ビル店,東京都港区芝5-34-6,東京都/港区/芝/五丁目/３４番,139.74687,35.64597,5,7
ファミリーマート東芝ビル店,東京都港区芝浦1-1-1,東京都/港区/芝浦/一丁目/１番,139.75842,35.65126,5,7
コミュニティ・ストア芝浦カピラ店,東京都港区芝浦1-13-10,東京都/港区/芝浦/一丁目/１３番,139.75323,35.64647,5,7
ジャストスポットシーバンス・ア・モール店,東京都港区芝浦1-2-1,東京都/港区/芝浦/一丁目/２番,139.7567,35.65002,5,7
